url,ville,ville_slug,type
https://www.ville-beziers.fr,Béziers,beziers,mairie
https://www.dax.fr,Dax,dax,mairie
https://www.saint-raphael.fr,Saint-Raphaël,saint-raphael,mairie
https://www.montdemarsan.fr,Mont-de-Marsan,mont-de-marsan,mairie
https://www.ville-saintes.fr,Saintes,saintes,mairie
https://www.ville-castres.fr,Castres,castres,mairie
https://www.mairie-albi.fr,Albi,albi,mairie
https://www.mairie-vannes.fr,Vannes,vannes,mairie
https://www.annemasse-agglo.fr,Annemasse,annemasse,mairie
https://www.mairie-sarreguemines.fr,Sarreguemines,sarreguemines,mairie
https://www.mairie-draguignan.fr,Draguignan,draguignan,mairie
https://www.ville-sens.fr,Sens,sens,mairie
https://www.saint-jean-de-luz.com,Saint-Jean-de-Luz,saint-jean-de-luz,mairie
https://www.cherbourg.fr,Cherbourg-en-Cotentin,cherbourg-en-cotentin,mairie
https://www.ville-bourges.fr,Bourges,bourges,mairie
https://www.laval.fr,Laval,laval,mairie
https://www.hyeres.fr,Hyères,hyeres,mairie
https://www.ville-saint-malo.fr,Saint-Malo,saint-malo,mairie
https://www.thonon.fr,Thonon-les-Bains,thonon-les-bains,mairie
https://www.ville-grasse.fr,Grasse,grasse,mairie
https://www.douai.fr,Douai,douai,mairie
https://www.antibes.fr,Antibes,antibes,mairie
https://www.lorient.fr,Lorient,lorient,mairie
https://www.ville-dunkerque.fr,Dunkerque,dunkerque,mairie
https://www.alencon.fr,Alençon,alencon,mairie
https://www.ville-saumur.fr,Saumur,saumur,mairie
https://www.perigueux.fr,Périgueux,perigueux,mairie
https://www.mairie-compiegne.fr,Compiègne,compiegne,mairie
https://www.ales.fr,Alès,ales,mairie
https://www.ville-manosque.fr,Manosque,manosque,mairie
https://www.ville-roubaix.fr,Roubaix,roubaix,mairie
https://www.barleduc.fr,Bar-le-Duc,bar-le-duc,mairie
https://www.saint-brieuc.fr,Saint-Brieuc,saint-brieuc,mairie
